STT;Tinh_Thanh;Phuong_Xa;Dia_Chi_Cu_The;Ma_San_Pham;Ten_San_Pham;Nhom_Hang;So_Luong;Don_Gia ;Ty_Le_Giam_Gia; Tien_Giam ;Tong_Hang ;Tong_Thanh_Toan ;Tan_suat_mua_hang ;Thuong_Hieu;Danh_Muc
5975;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP004;iPhone 14;Đồ điện tử;4;16.990.000;7;4.757.000;67.960.000;69.545.000;20;Apple;Điện thoại
5976;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP015;Smart TV Samsung 43 inch;Đồ điện tử;1;7.990.000;5;400;7.990.000;8.384.000;20;Samsung;Tivi
5977;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP007;MacBook Air M2;Đồ điện tử;2;23.990.000;2;9.596.000;47.980.000;42.267.000;20;Apple;Laptop
5978;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP003;iPhone 15;Đồ điện tử;8;19.990.000;3;4.798.000;159.920.000;170.652.000;20;Apple;Điện thoại
5979;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1;1.590.000;15;238;1.590.000;1.527.000;5;Samsung;Tai nghe
5980;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2;1.190.000;0;0;2.380.000;2.663.000;1;Kingston;Linh kiện
5981;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;1;499;4.990.000;4.968.000;1;Xiaomi;Điện thoại
5982;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2;1.590.000;15;477;3.180.000;3.003.000;20;Samsung;Tai nghe
5983;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP004;iPhone 14;Đồ điện tử;1;16.990.000;2;3.398.000;16.990.000;14.969.000;10;Apple;Điện thoại
5984;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;0;0;350;413;20;Anker;Phụ kiện
5985;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP011;Tai nghe AirPods 3;Đồ điện tử;2;3.990.000;12;958;7.980.000;7.769.000;20;Apple;Tai nghe
5986;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990;3;30;990;1.101.000;20;Xiaomi;Tai nghe
5987;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP004;iPhone 14;Đồ điện tử;1;16.990.000;1;1.699.000;16.990.000;16.842.000;20;Apple;Điện thoại
5988;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP004;iPhone 14;Đồ điện tử;1;16.990.000;7;1.189.000;16.990.000;17.399.000;2;Apple;Điện thoại
5989;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP026;Camera Xiaomi C300;Đồ điện tử;1;990;15;148;990;961;20;Xiaomi;Camera
5990;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP002;Samsung Galaxy S24;Đồ điện tử;3;18.990.000;0;0;56.970.000;62.689.000;20;Samsung;Điện thoại
5991;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;2;3.798.000;18.990.000;16.741.000;20;Samsung;Điện thoại
5992;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190;0;0;190;234;20;Anker;Phụ kiện
5993;Đồng Tháp;Phường 2;89 Hùng Vương, TP. Sa Đéc (FPT Shop);SP016;Smart TV LG 55 inch;Đồ điện tử;2;11.990.000;0;0;23.980.000;26.406.000;20;LG;Tivi
5994;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP010;Laptop Asus Vivobook 15;Đồ điện tử;1;12.990.000;1;1.299.000;12.990.000;12.885.000;11;Asus;Laptop
5995;Tây Ninh;Phường 1;464 Đường 30 Tháng 4, TP. Tây Ninh (FPT Shop);SP016;Smart TV LG 55 inch;Đồ điện tử;1;11.990.000;15;1.798.000;11.990.000;11.233.000;20;LG;Tivi
5996;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP019;Bàn phím Logitech K380;Đồ điện tử;2;690;0;0;1.380.000;1.540.000;20;Logitech;Phụ kiện
5997;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP016;Smart TV LG 55 inch;Đồ điện tử;3;11.990.000;12;4.316.000;35.970.000;34.864.000;20;LG;Tivi
5998;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP017;Màn hình Dell 24 inch;Đồ điện tử;1;3.290.000;5;164;3.290.000;3.464.000;20;Dell;Màn hình
5999;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP017;Màn hình Dell 24 inch;Đồ điện tử;3;3.290.000;3;296;9.870.000;10.561.000;20;Dell;Màn hình
6000;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;3;990;2;594;2.970.000;2.644.000;12;Xiaomi;Tai nghe
6001;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP004;iPhone 14;Đồ điện tử;1;16.990.000;5;850;16.990.000;17.779.000;20;Apple;Điện thoại
6002;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP017;Màn hình Dell 24 inch;Đồ điện tử;2;3.290.000;15;987;6.580.000;6.187.000;9;Dell;Màn hình
6003;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP026;Camera Xiaomi C300;Đồ điện tử;1;990;5;50;990;1.064.000;20;Xiaomi;Camera
6004;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP001;Samsung Galaxy A15;Đồ điện tử;1;4.590.000;3;138;4.590.000;4.919.000;2;Samsung;Điện thoại
6005;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP019;Bàn phím Logitech K380;Đồ điện tử;2;690;0;0;1.380.000;1.553.000;3;Logitech;Phụ kiện
6006;Cà Mau;Phường 7;20 Nguyễn Trãi, TP. Cà Mau (CellphoneS);SP008;Laptop Dell Inspiron 15;Đồ điện tử;2;13.990.000;0;0;27.980.000;30.808.000;20;Dell;Laptop
6007;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP015;Smart TV Samsung 43 inch;Đồ điện tử;1;7.990.000;3;240;7.990.000;8.570.000;20;Samsung;Tivi
6008;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;1;499;4.990.000;4.958.000;11;Xiaomi;Điện thoại
6009;Đồng Nai;Phường Trảng Dài;395 Phạm Văn Thuận (CellphoneS);SP023;Apple Watch SE;Đồ điện tử;2;5.990.000;1;1.198.000;11.980.000;11.895.000;1;Apple;Đồng hồ thông minh
6010;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;7;25;350;402;20;Anker;Phụ kiện
6011;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP002;Samsung Galaxy S24;Đồ điện tử;3;18.990.000;0;0;56.970.000;62.695.000;20;Samsung;Điện thoại
6012;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP026;Camera Xiaomi C300;Đồ điện tử;1;990;5;50;990;1.074.000;20;Xiaomi;Camera
6013;Cà Mau;Phường 6;84 Phan Ngọc Hiển, TP. Cà Mau (FPT Shop);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;0;0;7.990.000;8.819.000;2;Xiaomi;Máy tính bảng
6014;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1;1.590.000;0;0;1.590.000;1.779.000;20;Samsung;Tai nghe
6015;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1;1.190.000;15;178;1.190.000;1.131.000;17;JBL;Loa
6016;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP001;Samsung Galaxy A15;Đồ điện tử;3;4.590.000;12;1.652.000;13.770.000;13.348.000;20;Samsung;Điện thoại
6017;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP023;Apple Watch SE;Đồ điện tử;1;5.990.000;0;0;5.990.000;6.614.000;20;Apple;Đồng hồ thông minh
6018;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1;1.590.000;0;0;1.590.000;1.779.000;17;Samsung;Tai nghe
6019;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP001;Samsung Galaxy A15;Đồ điện tử;1;4.590.000;3;138;4.590.000;4.922.000;20;Samsung;Điện thoại
6020;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP026;Camera Xiaomi C300;Đồ điện tử;1;990;0;0;990;1.117.000;20;Xiaomi;Camera
6021;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP001;Samsung Galaxy A15;Đồ điện tử;2;4.590.000;12;1.102.000;9.180.000;8.911.000;20;Samsung;Điện thoại
6022;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;5;250;4.990.000;5.254.000;20;Xiaomi;Điện thoại
6023;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP010;Laptop Asus Vivobook 15;Đồ điện tử;4;12.990.000;2;10.392.000;51.960.000;45.755.000;20;Asus;Laptop
6024;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2;1.590.000;0;0;3.180.000;3.528.000;20;Samsung;Tai nghe
6025;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP001;Samsung Galaxy A15;Đồ điện tử;1;4.590.000;0;0;4.590.000;5.067.000;1;Samsung;Điện thoại
6026;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990;7;69;990;1.043.000;20;Xiaomi;Tai nghe
6027;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP011;Tai nghe AirPods 3;Đồ điện tử;1;3.990.000;3;120;3.990.000;4.279.000;20;Apple;Tai nghe
6028;Cà Mau;Phường 7;20 Nguyễn Trãi, TP. Cà Mau (CellphoneS);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;12;515;4.290.000;4.198.000;20;Canon;Máy in
6029;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP001;Samsung Galaxy A15;Đồ điện tử;4;4.590.000;3;551;18.360.000;19.625.000;20;Samsung;Điện thoại
6030;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP026;Camera Xiaomi C300;Đồ điện tử;3;990;12;356;2.970.000;2.910.000;20;Xiaomi;Camera
6031;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP009;Laptop HP Pavilion 14;Đồ điện tử;3;15.990.000;15;7.196.000;47.970.000;44.879.000;20;HP;Laptop
6032;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;6;1.590.000;2;1.908.000;9.540.000;8.423.000;20;Samsung;Tai nghe
6033;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP003;iPhone 15;Đồ điện tử;2;19.990.000;2;7.996.000;39.980.000;35.204.000;20;Apple;Điện thoại
6034;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;7;349;4.990.000;5.135.000;20;Xiaomi;Điện thoại
6035;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP019;Bàn phím Logitech K380;Đồ điện tử;4;690;0;0;2.760.000;3.071.000;20;Logitech;Phụ kiện
6036;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP008;Laptop Dell Inspiron 15;Đồ điện tử;3;13.990.000;15;6.296.000;41.970.000;39.281.000;20;Dell;Laptop
6037;Đồng Nai;Phường Trảng Dài;395 Phạm Văn Thuận (CellphoneS);SP017;Màn hình Dell 24 inch;Đồ điện tử;1;3.290.000;5;164;3.290.000;3.469.000;20;Dell;Màn hình
6038;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP019;Bàn phím Logitech K380;Đồ điện tử;2;690;0;0;1.380.000;1.563.000;20;Logitech;Phụ kiện
6039;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP009;Laptop HP Pavilion 14;Đồ điện tử;2;15.990.000;15;4.797.000;31.980.000;29.941.000;20;HP;Laptop
6040;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;0;0;690;777;2;Logitech;Phụ kiện
6041;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP003;iPhone 15;Đồ điện tử;5;19.990.000;5;4.998.000;99.950.000;104.477.000;20;Apple;Điện thoại
6042;Đồng Tháp;Phường 2;89 Hùng Vương, TP. Sa Đéc (FPT Shop);SP001;Samsung Galaxy A15;Đồ điện tử;8;4.590.000;0;0;36.720.000;40.420.000;20;Samsung;Điện thoại
6043;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;15;104;690;663;20;Logitech;Phụ kiện
6044;Cà Mau;Phường 7;20 Nguyễn Trãi, TP. Cà Mau (CellphoneS);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;5;34;690;757;10;Logitech;Phụ kiện
6045;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP022;Cáp sạc Type-C Anker;Đồ điện tử;2;190;0;0;380;443;7;Anker;Phụ kiện
6046;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1;1.590.000;0;0;1.590.000;1.767.000;8;Samsung;Tai nghe
6047;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP024;Samsung Galaxy Watch6;Đồ điện tử;1;5.490.000;7;384;5.490.000;5.647.000;20;Samsung;Đồng hồ thông minh
6048;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP015;Smart TV Samsung 43 inch;Đồ điện tử;1;7.990.000;0;0;7.990.000;8.824.000;20;Samsung;Tivi
6049;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP009;Laptop HP Pavilion 14;Đồ điện tử;3;15.990.000;0;0;47.970.000;52.795.000;20;HP;Laptop
6050;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190;15;28;190;200;20;Anker;Phụ kiện
6051;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP005;Xiaomi Redmi Note 13;Đồ điện tử;4;4.990.000;0;0;19.960.000;21.984.000;8;Xiaomi;Điện thoại
6052;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1;1.190.000;0;0;1.190.000;1.331.000;20;JBL;Loa
6053;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1;1.190.000;0;0;1.190.000;1.327.000;20;Kingston;Linh kiện
6054;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP004;iPhone 14;Đồ điện tử;2;16.990.000;1;3.398.000;33.980.000;33.680.000;1;Apple;Điện thoại
6055;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;15;748;4.990.000;4.706.000;1;Xiaomi;Điện thoại
6056;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP001;Samsung Galaxy A15;Đồ điện tử;2;4.590.000;12;1.102.000;9.180.000;8.926.000;20;Samsung;Điện thoại
6057;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP007;MacBook Air M2;Đồ điện tử;2;23.990.000;1;4.798.000;47.980.000;47.522.000;1;Apple;Laptop
6058;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190;5;10;190;216;20;Anker;Phụ kiện
6059;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990;3;30;990;1.096.000;11;Xiaomi;Tai nghe
6060;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP026;Camera Xiaomi C300;Đồ điện tử;2;990;12;238;1.980.000;1.956.000;20;Xiaomi;Camera
6061;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP005;Xiaomi Redmi Note 13;Đồ điện tử;5;4.990.000;5;1.248.000;24.950.000;26.112.000;20;Xiaomi;Điện thoại
6062;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;4;1.590.000;12;763;6.360.000;6.192.000;20;Samsung;Tai nghe
6063;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP025;Máy in Canon LBP 2900;Đồ điện tử;3;4.290.000;7;901;12.870.000;13.196.000;20;Canon;Máy in
6064;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP026;Camera Xiaomi C300;Đồ điện tử;1;990;15;148;990;948;20;Xiaomi;Camera
6065;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;10;1.190.000;12;1.428.000;11.900.000;11.559.000;20;JBL;Loa
6066;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP026;Camera Xiaomi C300;Đồ điện tử;3;990;5;148;2.970.000;3.144.000;20;Xiaomi;Camera
6067;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP007;MacBook Air M2;Đồ điện tử;1;23.990.000;7;1.679.000;23.990.000;24.577.000;20;Apple;Laptop
6068;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP024;Samsung Galaxy Watch6;Đồ điện tử;1;5.490.000;1;549;5.490.000;5.465.000;20;Samsung;Đồng hồ thông minh
6069;Tây Ninh;Phường 1;464 Đường 30 Tháng 4, TP. Tây Ninh (FPT Shop);SP009;Laptop HP Pavilion 14;Đồ điện tử;1;15.990.000;1;1.599.000;15.990.000;15.875.000;20;HP;Laptop
6070;Đồng Nai;Phường Tân Tiến;389 Phạm Văn Thuận (Di Động Việt);SP008;Laptop Dell Inspiron 15;Đồ điện tử;8;13.990.000;2;22.384.000;111.920.000;98.515.000;20;Dell;Laptop
6071;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;0;0;350;420;20;Anker;Phụ kiện
6072;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP026;Camera Xiaomi C300;Đồ điện tử;1;990;3;30;990;1.081.000;12;Xiaomi;Camera
6073;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP003;iPhone 15;Đồ điện tử;1;19.990.000;2;3.998.000;19.990.000;17.616.000;20;Apple;Điện thoại
6074;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP022;Cáp sạc Type-C Anker;Đồ điện tử;4;190;5;38;760;839;20;Anker;Phụ kiện
6075;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP007;MacBook Air M2;Đồ điện tử;1;23.990.000;1;2.399.000;23.990.000;23.772.000;20;Apple;Laptop
6076;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP008;Laptop Dell Inspiron 15;Đồ điện tử;1;13.990.000;7;979;13.990.000;14.357.000;20;Dell;Laptop
6077;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;0;0;18.990.000;20.907.000;1;Samsung;Điện thoại
6078;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP003;iPhone 15;Đồ điện tử;1;19.990.000;0;0;19.990.000;22.007.000;20;Apple;Điện thoại
6079;Tây Ninh;Phường 1;464 Đường 30 Tháng 4, TP. Tây Ninh (FPT Shop);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;0;0;690;804;1;Logitech;Phụ kiện
6080;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP003;iPhone 15;Đồ điện tử;1;19.990.000;15;2.998.000;19.990.000;18.726.000;20;Apple;Điện thoại
6081;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP024;Samsung Galaxy Watch6;Đồ điện tử;5;5.490.000;3;824;27.450.000;29.311.000;20;Samsung;Đồng hồ thông minh
6082;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP023;Apple Watch SE;Đồ điện tử;2;5.990.000;7;839;11.980.000;12.300.000;20;Apple;Đồng hồ thông minh
6083;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP006;Xiaomi Pad 6;Đồ điện tử;3;7.990.000;1;2.397.000;23.970.000;23.758.000;20;Xiaomi;Máy tính bảng
6084;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP018;Chuột Logitech M331;Đồ điện tử;10;390;5;195;3.900.000;4.115.000;20;Logitech;Phụ kiện
6085;Cà Mau;Phường 6;84 Phan Ngọc Hiển, TP. Cà Mau (FPT Shop);SP006;Xiaomi Pad 6;Đồ điện tử;5;7.990.000;1;3.995.000;39.950.000;39.596.000;20;Xiaomi;Máy tính bảng
6086;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP015;Smart TV Samsung 43 inch;Đồ điện tử;2;7.990.000;5;799;15.980.000;16.734.000;10;Samsung;Tivi
6087;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990;3;30;990;1.078.000;6;Xiaomi;Tai nghe
6088;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP016;Smart TV LG 55 inch;Đồ điện tử;3;11.990.000;7;2.518.000;35.970.000;36.822.000;20;LG;Tivi
6089;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP008;Laptop Dell Inspiron 15;Đồ điện tử;1;13.990.000;0;0;13.990.000;15.419.000;1;Dell;Laptop
6090;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;3;1.590.000;7;334;4.770.000;4.902.000;20;Samsung;Tai nghe
6091;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;7;1.329.000;18.990.000;19.455.000;20;Samsung;Điện thoại
