STT;Ma_ky_bao_cao;Nam_bao_cao;Tuan_bao_cao;Loai_luong_(XNK);Ten_nuoc_doi_tac;Mo_hang_hoa;Don_vi_so_luong;So_luong;So_luong_thay_the;Trong_luong_tinh_kg;Gia_tri_CIF_(USD);Gia_tri_FOB_(USD);Gia_tri_chinh_(USD)
11844;20230101;2023;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;45702;45702;602374,16;25089721,86;0;25089721,86
11846;20230101;2023;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;306261;306261;104704,18;3877193,42;3789795,82;3877193,42
11847;20230101;2023;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;94245;94245;12930,64;678845,92;668828,21;678845,92
11849;20230101;2023;52;Nhập khẩu;Hàn Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;7392;7392;184,24;6364,49;6046,26;6364,49
11850;20230101;2023;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;54096;54096;82772,79;3064328,94;2994017,24;3064328,94
11851;20230101;2023;52;Nhập khẩu;Ai Cập;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;146496;146496;8790,92;124263,23;117682,81;124263,23
11856;20230101;2023;52;Nhập khẩu;Thế giới;Mạch tích hợp điện tử;chiếc/đơn vị;10666965;10666965;441603,04;8321938,35;7840904,94;8321938,35
11857;20230101;2023;52;Nhập khẩu;Brazil;Mạch tích hợp điện tử;chiếc/đơn vị;17440;17440;154,47;9179,89;8682,4;9179,89
11858;20230101;2023;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;1522146;1522146;10721,46;362434,39;351867,12;362434,39
11859;20230101;2023;52;Nhập khẩu;Đan Mạch;Mạch tích hợp điện tử;chiếc/đơn vị;16120;16120;262,88;3980,7;3781,66;3980,7
11861;20230101;2023;52;Nhập khẩu;Hồng Kông (Trung Quốc);Mạch tích hợp điện tử;chiếc/đơn vị;812653;812653;5472,16;144729,49;133097,63;144729,49
11862;20230101;2023;52;Nhập khẩu;Hungary;Mạch tích hợp điện tử;chiếc/đơn vị;79205;79205;2214,77;42992,67;40677,32;42992,67
11863;20230101;2023;52;Nhập khẩu;Indonesia;Mạch tích hợp điện tử;chiếc/đơn vị;164408;164408;39202,12;565697,92;536959,9;565697,92
11864;20230101;2023;52;Nhập khẩu;Nhật Bản;Mạch tích hợp điện tử;chiếc/đơn vị;6000;6000;33,95;169,05;160,6;169,05
11865;20230101;2023;52;Nhập khẩu;Hàn Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;4510350;4510350;147962,86;3008695,06;2815352,7;3008695,06
11866;20230101;2023;52;Nhập khẩu;Châu Á khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;2151420;2151420;199449,44;3396552,02;3208424,13;3396552,02
11868;20230101;2023;52;Nhập khẩu;Ấn Độ;Mạch tích hợp điện tử;chiếc/đơn vị;25420;25420;1557,73;21813,74;20723,54;21813,74
11869;20230101;2023;52;Nhập khẩu;Singapore;Mạch tích hợp điện tử;chiếc/đơn vị;239189;239189;10245,95;191184,86;181726,14;191184,86
11871;20230101;2023;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;57200;57200;936,8;24048,31;22637,58;24048,31
11873;20230101;2023;52;Nhập khẩu;Ai Cập;Mạch tích hợp điện tử;chiếc/đơn vị;235640;235640;10885,08;94148,58;88035,1;94148,58
11874;20230101;2023;52;Nhập khẩu;Vương quốc Anh;Mạch tích hợp điện tử;chiếc/đơn vị;47311;47311;141,4;4142,18;3935,07;4142,18
11875;20230101;2023;52;Nhập khẩu;Hoa Kỳ;Mạch tích hợp điện tử;chiếc/đơn vị;80754;80754;9899,88;307602,08;287936,86;307602,08
11876;20230101;2023;52;Nhập khẩu;Zambia;Mạch tích hợp điện tử;chiếc/đơn vị;9000;9000;161,74;16971,67;15287,67;16971,67
11877;20230101;2023;52;Nhập khẩu;Khu vực khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;624709;624709;2209,61;60194,1;55243,34;60194,1
11889;20230101;2023;52;Nhập khẩu;Thế giới;Máy in, máy photocopy, máy fax và phụ tùng;Cái;0;96983;235269,53;6443379,92;6309412,54;6443379,92
11891;20230101;2023;52;Nhập khẩu;Nhật Bản;Máy in, máy photocopy, máy fax và phụ tùng;kg;105026,42;89887;105026,42;4345822,25;4268599,74;4345822,25
11892;20230101;2023;52;Nhập khẩu;Hàn Quốc;Máy in, máy photocopy, máy fax và phụ tùng;kg;7,07;35;7,07;1218,23;1135,07;1218,23
11893;20230101;2023;52;Nhập khẩu;Trung Quốc;Máy in, máy photocopy, máy fax và phụ tùng;Cái;0;7045;130213,33;2090950,8;2034672,59;2090950,8
11902;20230101;2023;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;471238,004;0;677229,608;0;197355873,6;197355873,6
11903;20230101;2023;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;28547;28547;32744,672;0;9709978,555;9709978,555
11906;20230101;2023;52;Nhập khẩu;Châu Á khác (chưa xác định);Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;8691;8691;21069,385;0;6225205,704;6225205,704
11907;20230101;2023;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;428662,004;0;622144,251;0;180921535,5;180921535,5
11908;20230101;2023;52;Nhập khẩu;Thái Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;5243;5243;1257,406;0;494632,731;494632,731
11909;20230101;2023;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;61754;61754;77211,82;16051286,65;15550147,71;16051286,65
11911;20230101;2023;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;60900;60900;76793,09;16008036,71;15512033,89;16008036,71
11912;20230101;2023;52;Nhập khẩu;Thái Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;758;758;416,35;40300,07;35370,81;40300,07
11913;20230101;2023;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;5410;5410;7671;2683574,638;0;2683574,638
11918;20230101;2023;52;Nhập khẩu;Hy Lạp;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;5340;5340;7593;2660863,671;0;2660863,671
11924;20230101;2023;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;137969;137969;45248,248;35804229;33429553;35804229
11925;20230101;2023;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3247;3247;1051,392;2204044;2068380;2204044
11929;20230101;2023;52;Nhập khẩu;Malaysia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;5106;5106;423;240569;239467;240569
11932;20230101;2023;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;77812;77812;17144,041;29681067;27456838;29681067
11933;20230101;2023;52;Nhập khẩu;Thái Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;49786;49786;26576;3619243;3606609;3619243
12024;20230101;2023;52;Nhập khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;1701205;475952,27;279846445,1;275689788,2;279846445,1
12025;20230101;2023;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;5745;1094,34;86473,95;76648,81;86473,95
12026;20230101;2023;52;Nhập khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;320;81,03;99597,57;98926,31;99597,57
12028;20230101;2023;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;1695139;474765,15;279654176,5;275508578,1;279654176,5
12030;20230101;2023;52;Nhập khẩu;Bulgaria;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;341;341;154;114489,047;0;114489,047
12036;20230101;2023;52;Nhập khẩu;Hà Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;341,669;0;408;80021,447;0;80021,447
12046;20230101;2023;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;182694,376;0;0;0;34348494,73;34348494,73
12048;20230101;2023;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;309;309;0;0;66153,365;66153,365
12050;20230101;2023;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;182360,376;0;0;0;34279613,03;34279613,03
12058;20230101;2023;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;224383;224383;1063675,013;0;42229789,54;42229789,54
12059;20230101;2023;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;26399;26399;113679,049;0;3105946,475;3105946,475
12060;20230101;2023;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;197984;197984;949995,964;0;39123843,06;39123843,06
12061;20230101;2023;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;148272;148272;176348,38;9423766,42;9147196,97;9423766,42
12063;20230101;2023;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;148269;148269;176337,66;9419637,48;9144809,84;9419637,48
12064;20230101;2023;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;762;762;12932;312200,095;0;312200,095
12066;20230101;2023;52;Nhập khẩu;Hy Lạp;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;586;586;9045;239310,696;0;239310,696
12076;20230101;2023;52;Nhập khẩu;Châu Á khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;2318;2318;0;0;5218,131;5218,131
12083;20230101;2023;52;Nhập khẩu;Nhật Bản;Mạch tích hợp điện tử;chiếc/đơn vị;169;169;19,66;3408,09;3402,87;3408,09
12091;20230101;2023;52;Nhập khẩu;Quần đảo Virgin thuộc Anh;Mạch tích hợp điện tử;chiếc/đơn vị;3694,06;0;3,658;19841;19841;19841
12092;20230101;2023;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;10984,826;0;93,196;365832;340854;365832
12093;20230101;2023;52;Nhập khẩu;Hàn Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;130379;130379;2555;12315086;11477661;12315086
12095;20230101;2023;52;Nhập khẩu;Châu Á khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;696,07;0;3,769;3667;3667;3667
12109;20230101;2023;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3767;3767;409;87117,813;0;87117,813
12111;20230101;2023;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3645;3645;328;71749,742;0;71749,742
12113;20230101;2023;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;443211;443211;181996,612;111792095,9;0;111792095,9
12115;20230101;2023;52;Nhập khẩu;Hàn Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;4601;4601;2747;2607263,323;0;2607263,323
12118;20230101;2023;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;438329;438329;178838,511;109009509,3;0;109009509,3
12175;20230101;2023;52;Nhập khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;2,336;0;2,096;2331,073;0;2331,073
12180;20230101;2023;52;Nhập khẩu;Thái Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;0,162;0;0,162;7,632;0;7,632
12184;20230101;2023;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;10514;10514;3049;992255,343;0;992255,343
12186;20230101;2023;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;848;848;538;212734,911;0;212734,911
12187;20230101;2023;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;603;603;349;59854,488;0;59854,488
12189;20230101;2023;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;243;243;178;114532,206;0;114532,206
12196;20230101;2023;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;505114;505114;307622;24677339,06;0;24677339,06
12198;20230101;2023;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;505101;505101;307550;24605994,93;0;24605994,93
12200;20230101;2023;52;Nhập khẩu;Thế giới;Mạch tích hợp điện tử;chiếc/đơn vị;174,919;0;1;622,97;0;622,97
12210;20230101;2023;52;Nhập khẩu;Châu Á khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;1761517,13;0;430;2367025,462;0;2367025,462
12214;20230101;2023;52;Nhập khẩu;Hoa Kỳ;Mạch tích hợp điện tử;chiếc/đơn vị;45622,372;0;30;123647,158;0;123647,158
12227;20230101;2023;52;Xuất khẩu;Áo;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;484;484;11482;0;233603,353;233603,353
12232;20230101;2023;52;Xuất khẩu;Estonia;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;2292;2292;48267;0;893308,906;893308,906
12238;20230101;2023;52;Xuất khẩu;Litva;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;513;513;9797;0;149500,477;149500,477
12248;20230101;2023;52;Xuất khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;5870;5870;5376;0;1780631,001;1780631,001
12259;20230101;2023;52;Xuất khẩu;Hà Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;4795;4795;4336;0;1456349,892;1456349,892
12262;20230101;2023;52;Xuất khẩu;Thụy Điển;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;843;843;764;0;266071,013;266071,013
12263;20230101;2023;52;Xuất khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;20852;20852;9412,026;0;2169035,839;2169035,839
12265;20230101;2023;52;Xuất khẩu;Bỉ;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;336;336;335;0;74317,387;74317,387
12267;20230101;2023;52;Xuất khẩu;Séc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;2324;2324;562;0;156646,337;156646,337
12269;20230101;2023;52;Xuất khẩu;Estonia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;102;102;234;0;7306,136;7306,136
12271;20230101;2023;52;Xuất khẩu;Đức;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;4878;4878;3432;0;965467,488;965467,488
12274;20230101;2023;52;Xuất khẩu;Ireland;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;876;876;230;0;136920,535;136920,535
12275;20230101;2023;52;Xuất khẩu;Ý;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1140;1140;393;0;58903,742;58903,742
12281;20230101;2023;52;Xuất khẩu;Ba Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1199;1199;254;0;63203,906;63203,906
12286;20230101;2023;52;Xuất khẩu;Tây Ban Nha;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3349;3349;787;0;291806,029;291806,029
12343;20230101;2023;52;Xuất khẩu;Croatia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;4,746;0;7;0;3262,187;3262,187
12347;20230101;2023;52;Xuất khẩu;Đức;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;109,284;0;38;0;36982,631;36982,631
12351;20230101;2023;52;Xuất khẩu;Litva;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;84,991;0;163,85;0;51040,204;51040,204
12353;20230101;2023;52;Xuất khẩu;Hà Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;2913,699;0;992;0;863985,528;863985,528
12354;20230101;2023;52;Xuất khẩu;Ba Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;2904,7;0;1076;0;642121,101;642121,101
12355;20230101;2023;52;Xuất khẩu;Slovakia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;201,579;0;68;0;63076,886;63076,886
12357;20230101;2023;52;Xuất khẩu;Tây Ban Nha;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;299;299;101;0;92382,51;92382,51
12358;20230101;2023;52;Xuất khẩu;Thụy Điển;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;9555,356;0;2832,315;0;1500045,038;1500045,038
12362;20230101;2023;52;Xuất khẩu;Bulgaria;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;295,638;0;119;0;50766,794;50766,794
12363;20230101;2023;52;Xuất khẩu;Croatia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;39,752;0;12;0;16309,876;16309,876
