Location_ID,Province,District,Address
4777,Vĩnh Long,Xã Mang Thít,261 Võ Văn Kiệt
4778,TP. Hồ Chí Minh,Phường Bình Thạnh,292 3 Tháng 2
4779,Đồng Tháp,Phường Cao Lãnh,163 Lê Lợi
4780,TP. Hồ Chí Minh,Phường Tân Bình,591 Nam Kỳ Khởi Nghĩa
4781,Đồng Nai,Phường Biên Hòa,500 Nam Kỳ Khởi Nghĩa
4782,Tây Ninh,Xã Dương Minh Châu,387 Cách Mạng Tháng Tám
4783,Đồng Nai,Xã Nhơn Trạch,473 Hai Bà Trưng
4784,Cần Thơ,Phường Ninh Kiều,422 Nam Kỳ Khởi Nghĩa
4785,An Giang,Phường Châu Đốc,537 Pasteur
4786,Cần Thơ,Phường Ô Môn,325 3 Tháng 2
4787,An Giang,Phường Long Xuyên,103 Trần Hưng Đạo
4788,TP. Hồ Chí Minh,Phường An Khánh,219 Phạm Văn Đồng
4789,Cần Thơ,Xã Phong Điền,202 3 Tháng 2
4790,Cà Mau,Xã Ngọc Hiển,435 Điện Biên Phủ
4791,An Giang,Xã Tri Tôn,302 Cách Mạng Tháng Tám
4792,TP. Hồ Chí Minh,Phường Sài Gòn,525 Nguyễn Trãi
4793,Đồng Tháp,Phường Cao Lãnh,271 Điện Biên Phủ
4794,Vĩnh Long,Phường Vĩnh Long,332 Nguyễn Huệ
4795,Cà Mau,Xã Trần Văn Thời,271 Phạm Văn Đồng
4796,Đồng Nai,Phường Trấn Biên,311 Võ Văn Kiệt
4797,Cần Thơ,Phường Thốt Nốt,159 Cách Mạng Tháng Tám
4798,Cà Mau,Xã Trần Văn Thời,308 Nguyễn Văn Cừ
4799,Cà Mau,Xã U Minh,465 Lý Thường Kiệt
4800,Tây Ninh,Xã Gò Dầu,30 Cách Mạng Tháng Tám
4801,TP. Hồ Chí Minh,Phường Bình Thạnh,156 Nam Kỳ Khởi Nghĩa
4802,TP. Hồ Chí Minh,Phường Chợ Lớn,45 Điện Biên Phủ
4803,Đồng Nai,Xã Nhơn Trạch,484 Lý Thường Kiệt
4804,Vĩnh Long,Xã Tam Bình,222 Pasteur
4805,Đồng Tháp,Phường Cao Lãnh,501 3 Tháng 2
4806,Đồng Tháp,Phường Cao Lãnh,166 Nam Kỳ Khởi Nghĩa
4807,Vĩnh Long,Xã Tam Bình,262 Nguyễn Trãi
4808,TP. Hồ Chí Minh,Phường Bình Thạnh,578 Nam Kỳ Khởi Nghĩa
4809,Tây Ninh,Xã Dương Minh Châu,550 Pasteur
4810,Đồng Tháp,Xã Tháp Mười,252 Hai Bà Trưng
4811,Vĩnh Long,Xã Mang Thít,191 Cách Mạng Tháng Tám
4812,An Giang,Xã Phú Tân,234 Nam Kỳ Khởi Nghĩa
4813,An Giang,Xã Tịnh Biên,386 Nguyễn Trãi
4814,TP. Hồ Chí Minh,Phường Tân Định,88 Phạm Văn Đồng
4815,Cần Thơ,Phường Cái Răng,559 Phạm Văn Đồng
4816,TP. Hồ Chí Minh,Phường Tân Bình,111 Nguyễn Trãi
4817,An Giang,Phường Long Xuyên,332 Quang Trung
4818,An Giang,Phường Châu Đốc,141 Quang Trung
4819,Cà Mau,Xã Đầm Dơi,175 Trần Hưng Đạo
4820,TP. Hồ Chí Minh,Phường Chợ Lớn,186 Võ Văn Kiệt
4821,Vĩnh Long,Xã Tam Bình,406 Phạm Văn Đồng
4822,Cần Thơ,Phường Ninh Kiều,209 Trần Hưng Đạo
4823,Vĩnh Long,Xã Trà Ôn,72 Nguyễn Văn Cừ
4824,TP. Hồ Chí Minh,Phường Sài Gòn,356 Cách Mạng Tháng Tám
4825,TP. Hồ Chí Minh,Phường An Khánh,417 Lê Lợi
4826,TP. Hồ Chí Minh,Phường An Khánh,24 Nam Kỳ Khởi Nghĩa
4827,Đồng Nai,Xã Nhơn Trạch,566 Nguyễn Huệ
4828,An Giang,Xã Chợ Mới,120 Pasteur
4829,TP. Hồ Chí Minh,Phường Chợ Lớn,129 Nguyễn Huệ
4830,Cà Mau,Xã Năm Căn,528 Quang Trung
4831,Cà Mau,Xã Trần Văn Thời,488 3 Tháng 2
4832,Đồng Nai,Xã Nhơn Trạch,528 Hai Bà Trưng
4833,An Giang,Xã Chợ Mới,406 Cách Mạng Tháng Tám
4834,TP. Hồ Chí Minh,Phường Tân Định,206 Võ Văn Kiệt
4835,TP. Hồ Chí Minh,Phường Tân Bình,175 Nguyễn Huệ
4836,Tây Ninh,Phường Trảng Bàng,533 Nguyễn Trãi
4837,TP. Hồ Chí Minh,Phường Sài Gòn,148 Quang Trung
4838,TP. Hồ Chí Minh,Phường Sài Gòn,38 Hai Bà Trưng
4839,TP. Hồ Chí Minh,Phường Tân Bình,269 3 Tháng 2
4840,TP. Hồ Chí Minh,Phường An Khánh,236 3 Tháng 2
4841,TP. Hồ Chí Minh,Phường Bến Thành,389 Hai Bà Trưng
4842,Cà Mau,Xã Ngọc Hiển,191 3 Tháng 2
4843,Tây Ninh,Xã Châu Thành,371 Pasteur
4844,Đồng Nai,Xã Định Quán,39 Võ Văn Kiệt
4845,Vĩnh Long,Xã Trà Ôn,373 Điện Biên Phủ
4846,Đồng Tháp,Phường Sa Đéc,1 Hai Bà Trưng
4847,Vĩnh Long,Xã Tam Bình,436 Nguyễn Huệ
4848,TP. Hồ Chí Minh,Phường Bình Thạnh,89 Trần Hưng Đạo
4849,Vĩnh Long,Xã Mang Thít,477 Hai Bà Trưng
4850,Vĩnh Long,Xã Tam Bình,10 Pasteur
4851,TP. Hồ Chí Minh,Phường Bến Thành,295 Pasteur
4852,TP. Hồ Chí Minh,Phường Tân Định,285 Lý Thường Kiệt
4853,Tây Ninh,Xã Gò Dầu,145 Cách Mạng Tháng Tám
4854,TP. Hồ Chí Minh,Phường Chợ Lớn,40 Lê Lợi
4855,Cần Thơ,Xã Phong Điền,272 Hai Bà Trưng
4856,Tây Ninh,Xã Gò Dầu,15 Hai Bà Trưng
4857,TP. Hồ Chí Minh,Phường Tân Bình,336 Nguyễn Huệ
4858,Vĩnh Long,Xã Tam Bình,193 Quang Trung
4859,Đồng Nai,Xã Long Thành,234 3 Tháng 2
4860,Cần Thơ,Phường Ô Môn,539 Lê Lợi
4861,TP. Hồ Chí Minh,Phường An Khánh,246 Quang Trung
4862,TP. Hồ Chí Minh,Phường Chợ Lớn,10 Trần Hưng Đạo
4863,Đồng Tháp,Xã Tháp Mười,96 Quang Trung
4864,An Giang,Xã Tri Tôn,212 Điện Biên Phủ
4865,TP. Hồ Chí Minh,Phường Bình Thạnh,540 Trần Hưng Đạo
4866,An Giang,Phường Châu Đốc,436 Hai Bà Trưng
4867,An Giang,Xã Phú Tân,211 Nguyễn Huệ
4868,Tây Ninh,Xã Tân Biên,486 Lý Thường Kiệt
4869,An Giang,Phường Châu Đốc,102 3 Tháng 2
4870,Cà Mau,Xã Ngọc Hiển,536 Phạm Văn Đồng
4871,An Giang,Xã Tri Tôn,282 Cách Mạng Tháng Tám
4872,Cần Thơ,Phường Cái Răng,414 Nguyễn Văn Cừ
4873,Đồng Nai,Phường Long Khánh,584 Cách Mạng Tháng Tám
4874,Cần Thơ,Phường Ô Môn,5 Nguyễn Văn Cừ
4875,Cần Thơ,Xã Phong Điền,301 Nguyễn Huệ
4876,Đồng Nai,Xã Nhơn Trạch,61 Nguyễn Trãi
4877,TP. Hồ Chí Minh,Phường Tân Định,191 Cách Mạng Tháng Tám
4878,Tây Ninh,Xã Gò Dầu,239 Lê Lợi
4879,TP. Hồ Chí Minh,Phường Chợ Lớn,131 Cách Mạng Tháng Tám
4880,Vĩnh Long,Xã Tam Bình,168 Nguyễn Văn Cừ
4881,Cà Mau,Xã U Minh,250 Hai Bà Trưng
4882,Đồng Nai,Xã Nhơn Trạch,239 Lê Lợi
4883,Cần Thơ,Phường Bình Thủy,578 Lý Thường Kiệt
4884,Tây Ninh,Xã Châu Thành,249 Lê Lợi
4885,Tây Ninh,Xã Gò Dầu,97 Lê Lợi
4886,TP. Hồ Chí Minh,Phường Tân Định,201 Lê Lợi
4887,Vĩnh Long,Xã Long Hồ,525 Nguyễn Trãi
4888,TP. Hồ Chí Minh,Phường Tân Bình,528 Cách Mạng Tháng Tám
4889,Tây Ninh,Xã Gò Dầu,105 Cách Mạng Tháng Tám
4890,Đồng Nai,Phường Long Khánh,395 Phạm Văn Đồng
4891,TP. Hồ Chí Minh,Phường Tân Định,170 Nguyễn Huệ
4892,TP. Hồ Chí Minh,Phường Bình Thạnh,381 Nam Kỳ Khởi Nghĩa
4893,TP. Hồ Chí Minh,Phường Bình Thạnh,266 Nguyễn Văn Cừ
4894,Cần Thơ,Phường Ninh Kiều,95 Nguyễn Trãi
4895,TP. Hồ Chí Minh,Phường Tân Định,161 Võ Văn Kiệt
4896,Tây Ninh,Xã Gò Dầu,502 Phạm Văn Đồng
4897,Tây Ninh,Phường Trảng Bàng,436 Nguyễn Văn Cừ
4898,Cà Mau,Xã Năm Căn,363 Phạm Văn Đồng
4899,Đồng Nai,Xã Định Quán,451 3 Tháng 2
4900,TP. Hồ Chí Minh,Phường Sài Gòn,224 Quang Trung
4901,Tây Ninh,Xã Gò Dầu,5 Nam Kỳ Khởi Nghĩa
4902,TP. Hồ Chí Minh,Phường Thủ Đức,62 Nguyễn Văn Cừ
4903,TP. Hồ Chí Minh,Phường Bến Thành,524 Lê Lợi
4904,Đồng Tháp,Phường Hồng Ngự,497 Nguyễn Văn Cừ
4905,Đồng Tháp,Phường Hồng Ngự,329 Lý Thường Kiệt
4906,Vĩnh Long,Xã Long Hồ,109 3 Tháng 2
4907,TP. Hồ Chí Minh,Phường Bình Thạnh,314 Võ Văn Kiệt
4908,TP. Hồ Chí Minh,Phường Chợ Lớn,118 Lý Thường Kiệt
4909,Tây Ninh,Phường Tây Ninh,143 Phạm Văn Đồng
4910,Tây Ninh,Xã Gò Dầu,109 Nguyễn Huệ
4911,Tây Ninh,Xã Tân Biên,276 Pasteur
4912,An Giang,Xã Tri Tôn,485 Nguyễn Huệ
4913,TP. Hồ Chí Minh,Phường Sài Gòn,141 Pasteur
4914,TP. Hồ Chí Minh,Phường An Khánh,116 Lý Thường Kiệt
4915,An Giang,Phường Châu Đốc,360 Quang Trung
4916,Vĩnh Long,Xã Bình Minh,313 Nguyễn Huệ
4917,TP. Hồ Chí Minh,Phường Tân Định,323 Nam Kỳ Khởi Nghĩa
4918,Đồng Tháp,Xã Lấp Vò,348 Cách Mạng Tháng Tám
4919,Cần Thơ,Phường Ô Môn,85 Điện Biên Phủ
4920,An Giang,Phường Châu Đốc,152 Nguyễn Văn Cừ
4921,TP. Hồ Chí Minh,Phường Sài Gòn,155 Nguyễn Văn Cừ
4922,TP. Hồ Chí Minh,Phường Thủ Đức,197 Quang Trung
4923,Đồng Nai,Xã Long Thành,242 Trần Hưng Đạo
4924,Đồng Tháp,Xã Tháp Mười,282 Nguyễn Trãi
4925,TP. Hồ Chí Minh,Phường Bình Thạnh,164 Nguyễn Huệ
4926,Vĩnh Long,Phường Vĩnh Long,353 Lê Lợi
4927,TP. Hồ Chí Minh,Phường Chợ Lớn,490 Nguyễn Huệ
4928,TP. Hồ Chí Minh,Phường Tân Định,132 Võ Văn Kiệt
4929,TP. Hồ Chí Minh,Phường Chợ Lớn,565 Pasteur
4930,TP. Hồ Chí Minh,Phường Bến Thành,334 Trần Hưng Đạo
4931,Đồng Nai,Xã Nhơn Trạch,222 Lê Lợi
4932,Đồng Nai,Xã Nhơn Trạch,581 Võ Văn Kiệt
4933,An Giang,Xã Chợ Mới,101 Võ Văn Kiệt
4934,Cần Thơ,Xã Phong Điền,292 Nguyễn Văn Cừ
4935,Cà Mau,Xã Ngọc Hiển,82 Nam Kỳ Khởi Nghĩa
4936,TP. Hồ Chí Minh,Phường Thủ Đức,247 Phạm Văn Đồng
4937,Tây Ninh,Xã Gò Dầu,398 Nam Kỳ Khởi Nghĩa
4938,Cà Mau,Xã Năm Căn,139 Phạm Văn Đồng
4939,Tây Ninh,Phường Tây Ninh,355 Quang Trung
4940,Đồng Tháp,Phường Cao Lãnh,440 Nam Kỳ Khởi Nghĩa
4941,Đồng Nai,Xã Định Quán,98 Quang Trung
4942,Đồng Nai,Xã Long Thành,385 Điện Biên Phủ
4943,Cà Mau,Xã U Minh,245 Phạm Văn Đồng
4944,Đồng Nai,Phường Biên Hòa,526 Phạm Văn Đồng
4945,Cần Thơ,Xã Phong Điền,470 Võ Văn Kiệt
4946,An Giang,Phường Long Xuyên,502 Quang Trung
4947,Đồng Tháp,Phường Sa Đéc,105 Nguyễn Văn Cừ
4948,TP. Hồ Chí Minh,Phường Bình Thạnh,323 Nguyễn Huệ
4949,TP. Hồ Chí Minh,Phường An Khánh,175 Nam Kỳ Khởi Nghĩa
4950,Đồng Nai,Phường Trấn Biên,416 Nguyễn Văn Cừ
4951,An Giang,Xã Tri Tôn,415 Phạm Văn Đồng
4952,Vĩnh Long,Xã Tam Bình,8 Trần Hưng Đạo
4953,TP. Hồ Chí Minh,Phường Tân Bình,551 Nguyễn Huệ
4954,TP. Hồ Chí Minh,Phường Bình Thạnh,36 Điện Biên Phủ
4955,TP. Hồ Chí Minh,Phường An Khánh,15 Võ Văn Kiệt
4956,Đồng Nai,Xã Long Thành,265 Cách Mạng Tháng Tám
4957,Cần Thơ,Phường Thốt Nốt,420 Pasteur
4958,Đồng Nai,Xã Long Thành,555 Lê Lợi
4959,Đồng Tháp,Xã Tháp Mười,585 Nam Kỳ Khởi Nghĩa
4960,Đồng Nai,Xã Long Thành,510 Nam Kỳ Khởi Nghĩa
4961,Vĩnh Long,Xã Mang Thít,61 Nguyễn Văn Cừ
4962,TP. Hồ Chí Minh,Phường Bến Thành,263 Quang Trung
4963,Vĩnh Long,Xã Long Hồ,114 Nguyễn Trãi
4964,Đồng Nai,Phường Long Khánh,141 Nguyễn Huệ
4965,An Giang,Phường Long Xuyên,267 Hai Bà Trưng
4966,Đồng Tháp,Phường Sa Đéc,487 Lê Lợi
4967,Tây Ninh,Xã Gò Dầu,224 Nguyễn Văn Cừ
4968,Cần Thơ,Phường Ô Môn,495 Trần Hưng Đạo
4969,TP. Hồ Chí Minh,Phường An Khánh,110 Pasteur
4970,Cần Thơ,Phường Thốt Nốt,564 Điện Biên Phủ
4971,Vĩnh Long,Phường Vĩnh Long,38 Võ Văn Kiệt
4972,Cà Mau,Xã Năm Căn,161 Quang Trung
4973,Tây Ninh,Xã Dương Minh Châu,259 Nguyễn Văn Cừ
4974,TP. Hồ Chí Minh,Phường Tân Định,188 Lý Thường Kiệt
4975,TP. Hồ Chí Minh,Phường An Khánh,144 Phạm Văn Đồng
4976,Đồng Tháp,Xã Tháp Mười,505 Lý Thường Kiệt
4977,TP. Hồ Chí Minh,Phường Thủ Đức,416 Nguyễn Văn Cừ
4978,TP. Hồ Chí Minh,Phường Tân Bình,409 Pasteur
4979,TP. Hồ Chí Minh,Phường Chợ Lớn,476 Hai Bà Trưng
4980,Đồng Nai,Phường Trấn Biên,339 Nguyễn Văn Cừ
4981,An Giang,Phường Long Xuyên,31 Hai Bà Trưng
4982,Cà Mau,Xã Trần Văn Thời,468 Quang Trung
4983,TP. Hồ Chí Minh,Phường Sài Gòn,568 Hai Bà Trưng
4984,An Giang,Xã Phú Tân,28 Nguyễn Trãi
4985,TP. Hồ Chí Minh,Phường Bến Thành,504 Phạm Văn Đồng
4986,TP. Hồ Chí Minh,Phường Tân Định,531 Hai Bà Trưng
4987,Cần Thơ,Phường Ninh Kiều,502 Phạm Văn Đồng
4988,Vĩnh Long,Xã Tam Bình,139 3 Tháng 2
4989,Cà Mau,Xã Trần Văn Thời,478 Nguyễn Văn Cừ
4990,Cà Mau,Xã Trần Văn Thời,429 Điện Biên Phủ
4991,Tây Ninh,Phường Trảng Bàng,545 Lê Lợi
4992,An Giang,Phường Châu Đốc,48 Điện Biên Phủ
4993,Đồng Tháp,Phường Hồng Ngự,429 Nguyễn Trãi
4994,An Giang,Xã Chợ Mới,81 Nam Kỳ Khởi Nghĩa
4995,TP. Hồ Chí Minh,Phường Bình Thạnh,540 Lê Lợi
4996,Cần Thơ,Phường Cái Răng,321 Võ Văn Kiệt
4997,Vĩnh Long,Xã Bình Minh,352 Điện Biên Phủ
4998,Tây Ninh,Phường Tây Ninh,350 Nguyễn Văn Cừ
4999,Đồng Nai,Phường Long Khánh,188 Nguyễn Văn Cừ
5000,Cà Mau,Xã Đầm Dơi,39 Điện Biên Phủ
5001,An Giang,Phường Châu Đốc,415 Hai Bà Trưng
5002,Vĩnh Long,Xã Bình Minh,574 Pasteur
5003,Đồng Nai,Xã Long Thành,400 Nguyễn Trãi
5004,TP. Hồ Chí Minh,Phường Thủ Đức,234 Phạm Văn Đồng
5005,TP. Hồ Chí Minh,Phường Thủ Đức,123 Cách Mạng Tháng Tám
5006,Tây Ninh,Xã Tân Biên,127 Lý Thường Kiệt
5007,TP. Hồ Chí Minh,Phường Thủ Đức,274 Pasteur
5008,TP. Hồ Chí Minh,Phường Thủ Đức,357 Nguyễn Trãi
5009,TP. Hồ Chí Minh,Phường Chợ Lớn,78 Nguyễn Huệ
5010,TP. Hồ Chí Minh,Phường Thủ Đức,379 Võ Văn Kiệt
5011,TP. Hồ Chí Minh,Phường Chợ Lớn,179 Nam Kỳ Khởi Nghĩa
5012,TP. Hồ Chí Minh,Phường Tân Định,257 Nam Kỳ Khởi Nghĩa
5013,An Giang,Xã Tịnh Biên,184 Lê Lợi
5014,Đồng Nai,Phường Trấn Biên,248 3 Tháng 2
5015,Tây Ninh,Phường Trảng Bàng,165 Trần Hưng Đạo
5016,TP. Hồ Chí Minh,Phường Thủ Đức,417 Lê Lợi
5017,An Giang,Xã Tri Tôn,224 Điện Biên Phủ
5018,Đồng Nai,Phường Trấn Biên,438 3 Tháng 2
5019,Đồng Tháp,Xã Lai Vung,77 Quang Trung
5020,An Giang,Phường Châu Đốc,569 Pasteur
5021,Đồng Tháp,Xã Lấp Vò,534 Nguyễn Trãi
5022,Đồng Tháp,Phường Cao Lãnh,568 Hai Bà Trưng
5023,TP. Hồ Chí Minh,Phường Tân Bình,95 Lý Thường Kiệt
5024,Đồng Nai,Phường Biên Hòa,2 Hai Bà Trưng
5025,Cà Mau,Xã Năm Căn,269 Võ Văn Kiệt
5026,TP. Hồ Chí Minh,Phường Chợ Lớn,426 Võ Văn Kiệt
5027,Đồng Tháp,Phường Cao Lãnh,11 Phạm Văn Đồng
5028,TP. Hồ Chí Minh,Phường Tân Định,399 Nguyễn Huệ
5029,An Giang,Xã Tịnh Biên,90 Lý Thường Kiệt
5030,Tây Ninh,Xã Dương Minh Châu,41 Hai Bà Trưng
5031,TP. Hồ Chí Minh,Phường Bến Thành,137 Hai Bà Trưng
5032,Đồng Nai,Phường Long Khánh,246 Điện Biên Phủ
5033,Tây Ninh,Phường Tây Ninh,580 Pasteur
5034,An Giang,Xã Phú Tân,378 Nam Kỳ Khởi Nghĩa
5035,Đồng Tháp,Phường Hồng Ngự,63 Điện Biên Phủ
5036,TP. Hồ Chí Minh,Phường Chợ Lớn,373 Nguyễn Trãi
5037,Đồng Tháp,Xã Lấp Vò,179 Nam Kỳ Khởi Nghĩa
5038,Đồng Tháp,Phường Cao Lãnh,26 Hai Bà Trưng
5039,TP. Hồ Chí Minh,Phường Tân Bình,116 Quang Trung
5040,Vĩnh Long,Xã Long Hồ,459 3 Tháng 2
5041,Đồng Nai,Phường Trấn Biên,18 Phạm Văn Đồng
5042,Cần Thơ,Phường Bình Thủy,465 Điện Biên Phủ
5043,TP. Hồ Chí Minh,Phường Bình Thạnh,128 Cách Mạng Tháng Tám
5044,Cà Mau,Phường Cà Mau,598 Nguyễn Văn Cừ
5045,An Giang,Xã Chợ Mới,254 3 Tháng 2
5046,TP. Hồ Chí Minh,Phường Chợ Lớn,473 Võ Văn Kiệt
5047,Đồng Nai,Phường Long Khánh,134 Cách Mạng Tháng Tám
5048,Đồng Tháp,Phường Sa Đéc,303 3 Tháng 2
5049,Tây Ninh,Xã Tân Biên,486 Nam Kỳ Khởi Nghĩa
5050,Tây Ninh,Xã Gò Dầu,60 Nguyễn Trãi
5051,Vĩnh Long,Xã Long Hồ,352 Nguyễn Văn Cừ
5052,Tây Ninh,Xã Châu Thành,428 Nguyễn Văn Cừ
5053,Tây Ninh,Xã Tân Biên,435 Phạm Văn Đồng
5054,Cần Thơ,Xã Phong Điền,343 Nam Kỳ Khởi Nghĩa
5055,TP. Hồ Chí Minh,Phường Sài Gòn,337 Nguyễn Trãi
5056,An Giang,Xã Tịnh Biên,285 Pasteur
5057,Vĩnh Long,Xã Tam Bình,135 Nguyễn Trãi
5058,Cần Thơ,Phường Bình Thủy,593 Điện Biên Phủ
5059,Đồng Tháp,Phường Hồng Ngự,126 Lý Thường Kiệt
5060,Tây Ninh,Xã Châu Thành,573 Võ Văn Kiệt
5061,Vĩnh Long,Xã Long Hồ,450 Võ Văn Kiệt
5062,Tây Ninh,Xã Gò Dầu,371 Hai Bà Trưng
5063,An Giang,Xã Tri Tôn,515 Hai Bà Trưng
5064,Vĩnh Long,Phường Vĩnh Long,567 Phạm Văn Đồng
5065,Vĩnh Long,Xã Long Hồ,91 Lê Lợi
5066,TP. Hồ Chí Minh,Phường An Khánh,7 Điện Biên Phủ
5067,TP. Hồ Chí Minh,Phường Sài Gòn,259 Nam Kỳ Khởi Nghĩa
5068,Đồng Nai,Xã Long Thành,234 Nguyễn Trãi
5069,TP. Hồ Chí Minh,Phường Chợ Lớn,202 Phạm Văn Đồng
5070,Cần Thơ,Phường Ô Môn,450 Nam Kỳ Khởi Nghĩa
5071,Cần Thơ,Phường Thốt Nốt,523 Điện Biên Phủ
5072,Vĩnh Long,Xã Mang Thít,33 Lê Lợi
5073,TP. Hồ Chí Minh,Phường Chợ Lớn,388 Võ Văn Kiệt
5074,Cà Mau,Xã Đầm Dơi,149 Pasteur
5075,TP. Hồ Chí Minh,Phường Bình Thạnh,147 Nam Kỳ Khởi Nghĩa
5076,An Giang,Xã Phú Tân,318 Hai Bà Trưng
5077,Vĩnh Long,Xã Mang Thít,464 Phạm Văn Đồng
5078,Đồng Nai,Phường Trấn Biên,116 Lê Lợi
5079,Vĩnh Long,Xã Mang Thít,230 Hai Bà Trưng
5080,Đồng Nai,Xã Long Thành,571 Nam Kỳ Khởi Nghĩa
5081,An Giang,Phường Châu Đốc,578 Hai Bà Trưng
5082,TP. Hồ Chí Minh,Phường Tân Định,429 Hai Bà Trưng
5083,Đồng Nai,Phường Trấn Biên,91 3 Tháng 2
5084,Đồng Tháp,Xã Tháp Mười,489 Lý Thường Kiệt
5085,TP. Hồ Chí Minh,Phường Bến Thành,270 Cách Mạng Tháng Tám
5086,Đồng Tháp,Xã Tháp Mười,252 Nguyễn Văn Cừ
5087,Tây Ninh,Xã Châu Thành,157 Điện Biên Phủ
5088,Tây Ninh,Xã Tân Biên,307 Nam Kỳ Khởi Nghĩa
5089,TP. Hồ Chí Minh,Phường Tân Định,14 3 Tháng 2
5090,Tây Ninh,Phường Tây Ninh,571 Nam Kỳ Khởi Nghĩa
5091,Vĩnh Long,Phường Vĩnh Long,547 Nguyễn Trãi
5092,Cần Thơ,Phường Thốt Nốt,276 Nam Kỳ Khởi Nghĩa
5093,Tây Ninh,Xã Tân Biên,53 Cách Mạng Tháng Tám
5094,An Giang,Xã Chợ Mới,27 Trần Hưng Đạo
5095,Cà Mau,Xã Trần Văn Thời,545 Lê Lợi
5096,Đồng Nai,Xã Long Thành,255 Võ Văn Kiệt
5097,TP. Hồ Chí Minh,Phường Tân Bình,454 Lê Lợi
5098,Cần Thơ,Phường Thốt Nốt,114 Lý Thường Kiệt
5099,TP. Hồ Chí Minh,Phường Chợ Lớn,556 Nguyễn Văn Cừ
5100,Đồng Nai,Xã Nhơn Trạch,589 Hai Bà Trưng
5101,Cần Thơ,Xã Phong Điền,286 Điện Biên Phủ
5102,An Giang,Xã Phú Tân,408 Phạm Văn Đồng
5103,Cà Mau,Xã Đầm Dơi,452 Nguyễn Trãi
5104,Đồng Tháp,Xã Tháp Mười,422 Nam Kỳ Khởi Nghĩa
5105,Đồng Tháp,Phường Sa Đéc,551 Hai Bà Trưng
5106,Đồng Tháp,Xã Lấp Vò,149 Trần Hưng Đạo
5107,Đồng Nai,Phường Long Khánh,429 Cách Mạng Tháng Tám
5108,An Giang,Phường Long Xuyên,38 Võ Văn Kiệt
5109,Đồng Nai,Xã Nhơn Trạch,357 Hai Bà Trưng
5110,TP. Hồ Chí Minh,Phường Tân Định,293 Điện Biên Phủ
5111,TP. Hồ Chí Minh,Phường Chợ Lớn,571 Nguyễn Huệ
5112,TP. Hồ Chí Minh,Phường Thủ Đức,573 Lê Lợi
5113,TP. Hồ Chí Minh,Phường Tân Định,483 Trần Hưng Đạo
5114,TP. Hồ Chí Minh,Phường Sài Gòn,372 Võ Văn Kiệt
5115,Đồng Nai,Phường Long Khánh,518 Pasteur
5116,Tây Ninh,Xã Dương Minh Châu,531 Quang Trung
5117,TP. Hồ Chí Minh,Phường Chợ Lớn,345 Nguyễn Văn Cừ
5118,Vĩnh Long,Xã Tam Bình,296 Nam Kỳ Khởi Nghĩa
5119,Vĩnh Long,Xã Bình Minh,581 Lý Thường Kiệt
5120,Đồng Nai,Phường Trấn Biên,73 Lê Lợi
5121,Cần Thơ,Phường Bình Thủy,163 Phạm Văn Đồng
5122,Đồng Nai,Xã Long Thành,66 Nguyễn Văn Cừ
5123,TP. Hồ Chí Minh,Phường An Khánh,519 Quang Trung
5124,An Giang,Phường Long Xuyên,198 Hai Bà Trưng
5125,Đồng Tháp,Phường Cao Lãnh,350 Cách Mạng Tháng Tám
5126,TP. Hồ Chí Minh,Phường Tân Bình,542 Cách Mạng Tháng Tám
5127,Vĩnh Long,Xã Tam Bình,6 Nguyễn Trãi
5128,TP. Hồ Chí Minh,Phường Bình Thạnh,317 Pasteur
5129,Cà Mau,Phường Cà Mau,57 Pasteur
5130,TP. Hồ Chí Minh,Phường Thủ Đức,153 Hai Bà Trưng
5131,TP. Hồ Chí Minh,Phường Sài Gòn,351 Lê Lợi
5132,An Giang,Xã Tri Tôn,231 Nguyễn Huệ
5133,Tây Ninh,Xã Châu Thành,581 Nam Kỳ Khởi Nghĩa
5134,TP. Hồ Chí Minh,Phường An Khánh,303 Phạm Văn Đồng
5135,Vĩnh Long,Xã Tam Bình,133 Nguyễn Trãi
5136,Cần Thơ,Phường Ninh Kiều,159 Nam Kỳ Khởi Nghĩa
5137,Vĩnh Long,Xã Trà Ôn,270 Nam Kỳ Khởi Nghĩa
5138,TP. Hồ Chí Minh,Phường Chợ Lớn,46 Hai Bà Trưng
5139,Vĩnh Long,Phường Vĩnh Long,550 Pasteur
5140,Đồng Nai,Phường Long Khánh,530 Nguyễn Huệ
5141,Đồng Nai,Phường Biên Hòa,143 Quang Trung
5142,Vĩnh Long,Xã Mang Thít,177 3 Tháng 2
5143,TP. Hồ Chí Minh,Phường Tân Định,377 Cách Mạng Tháng Tám
5144,Cần Thơ,Phường Bình Thủy,516 Nguyễn Trãi
5145,TP. Hồ Chí Minh,Phường Chợ Lớn,80 Pasteur
5146,TP. Hồ Chí Minh,Phường Chợ Lớn,597 Võ Văn Kiệt
5147,TP. Hồ Chí Minh,Phường Tân Định,512 3 Tháng 2
5148,Cần Thơ,Phường Cái Răng,351 Lê Lợi
5149,Vĩnh Long,Xã Tam Bình,98 Phạm Văn Đồng
5150,Đồng Tháp,Phường Sa Đéc,258 Điện Biên Phủ
5151,Cần Thơ,Xã Phong Điền,377 Nam Kỳ Khởi Nghĩa
5152,TP. Hồ Chí Minh,Phường Sài Gòn,179 Trần Hưng Đạo
5153,Cà Mau,Xã U Minh,225 Nguyễn Huệ
